ID,Tenure in Nuvemshop in months,Monthly Sales,Employee Count,Current plan id,Estimated Page Views,Rank - Domain,Product Count - Domain,Estimated Sales - Domain,Combined Followers,Number of technologies,Avg Total Users,Avg - Total Visits,Avg - Average Bounce Rate,Avg - Average Time On Site,Avg - Average Pages Per Visit,Avg - real visits,Followers,Posts,Semrush Rank,Organic Keywords,Organic Traffic,Adwords Keywords,Adwords Traffic,PLA keywords,Average ticket value
731,33.15655466,"66,132.38",,56,26286,2263322,367,"73,742.28",,7,8627,11159,0.5,532,5,5970,46537,1436,27903,7014,14771,0,0,1,278.71
732,33.5200407,"53,340.62",,56,387,5216762,18,"3,868.44",,7,112,340,0.5,2,2,170,66528,737,419635,134,234,0,0,0,194.89
733,33.72014262,"62,958.78",31,56,280,4874975,33,"2,793.87",603,10,610,891,1,1,1,891,,,,,,,,,123.68
734,33.71284125,"65,090.02",,56,6097,2584497,12,"24,708.36",525,3,1829,2309,0.5,54,5,1186,33351,644,56572,1108,5733,0,0,0,387.99
735,30.36326352,"52,856.54",,55,129,2759298,331,"1,289.48",,8,647,684,0,140,12,,10351,279,2181470,119,1,0,0,0,193.02
736,33.23396991,"51,808.63",,56,24153,2167018,12,"67,758.28",181,7,,,,,,,99875,771,,,,,,,198.77
737,34.64521916,"118,184.59",,33,,,,,,,,,,,,,,,,,,,,,355.23
738,33.53929921,"141,080.58",,56,1572,4150807,116,"9,805.44",,8,728,750,0.3,122,2,252,108765,296,257387,394,577,18,1032,2,117.14
739,29.71283079,"135,668.63",,56,28226,2198426,389,"79,182.29",,8,,,,,,,2596,172,,,,,,,234.33
740,34,"65,398.30",,56,64,6321059,303,644.74,,4,192,769,0.2,557,15,128,,,600707,164,112,0,0,0,458.69
741,25.25751381,"63,737.20",,56,1465,2113956,3,"9,133.83",,2,480,480,1,1,1,480,37211,2213,476980,146,181,0,0,0,230.53
742,32.93372013,"98,698.78",,56,38331,2390672,161,"107,530.76",,6,544,545,0.2,361,11,111,561095,1504,42196,2100,8467,0,0,0,184.37
743,34.94320565,"87,487.58",,56,215,5854139,5,"2,149.13",,6,15,67,0.1,658,22,4,30057,312,694498,29,80,0,0,0,324.96
744,34.60421408,"52,703.67",,56,2434,1520273,44,"15,178.28",39,7,6898,6899,0.5,274,4,3449,,,171955,321,1134,0,0,0,315.86
745,32.22514897,"56,250.18",,56,2973,3300276,3,"14,829.05",,8,330,2304,0.3,18,6,741,56570,1090,171153,207,1143,6,473,0,132.06
746,34.10862082,"75,892.56",,56,,,,,,,,,,,,,,,,,,,,,261.88
747,34.70045288,"54,778.29",,56,4029,1215082,232,"17,582.63",,8,583,803,0.5,6,2,394,23590,639,159395,935,1282,0,0,0,218.5
748,27.32268556,"117,847.97",,56,2283,3198730,119,"14,238.03",,4,518,1583,0.6,1096,3,1023,110883,5830,215985,117,782,0,0,0,126.39
749,33.05376568,"79,022.79",,56,2671,2733065,308,"13,324.65",204100,6,236,313,0.3,41,2,104,428905,18540,185126,527,1010,26,1198,0,208.78
750,34.36034872,"55,596.24",,56,,,,,,,,,,,,,,,3866526,4,0,0,0,0,775.43
751,34.87423462,"59,000.35",,56,452,4261774,127,"4,513.18",,4,1588,3850,0.1,643,11,543,124369,252,421275,334,232,0,0,0,172.87
752,34.68175366,"85,701.97",,56,2391,1800167,14,"14,909.64",,9,756,756,0.2,204,4,146,156163,754,187226,211,992,0,0,0,326.71
753,35.13850806,"57,538.81",,56,5149,2543033,211,"20,866.78",,4,525,743,0.4,218,4,296,3174,174,112391,1113,2182,2,28,0,497.73
754,34,"145,706.58",,56,14802,394615,119,"46,139.30",617573,13,30644,30869,0.5,725,3,14739,63342,870,52664,2718,6323,22,9471,6,309.66
755,35.09327472,"62,815.47",,56,1228,3229991,217,"7,656.30",,2,1502,1889,0.5,123,5,884,217494,3196,297535,357,446,0,0,0,281.57
756,35.23627987,"116,036.14",,56,430,5371328,,"4,298.27",,7,442,1619,0.7,175,4,1079,123242,914,214104,222,794,0,0,0,438.88
757,35.27701949,"87,365.44",,56,1400,1324690,17,"8,730.87",,8,480,480,1,1,1,480,59032,309,1552291,2,7,0,0,0,623.53
758,35.33200717,"60,281.69",,56,1529,1712827,14,"9,536.79",,8,300,300,0.5,167,2,150,317,4,216149,142,781,0,0,0,3352.03
759,24.56926411,"86,833.24",,38,16375,512513,1625,"51,042.02",125,8,2880,4623,0.3,274,4,1512,18858,1352,43594,2243,8093,1,12,0,253.13
760,35.41376083,"54,558.39",,56,2348,3469449,259,"14,641.00",77,9,1026,2103,0.3,340,8,646,31496,123,211523,522,810,0,0,0,144.75
761,35.4068582,"51,138.78",,56,,,,,,,,,,,,,,,,,,,,,380.66
762,35.59177046,"97,654.62",,56,258,5061085,115,"2,578.96",,11,57,68,1,1,1,68,,,453721,96,201,1,9,0,339.8
763,35.66141316,"79,132.47",,56,3619,1754955,11,"16,924.45",44,8,9243,43955,0.3,306,4,14297,45723,673,193335,240,940,1,9,2,183.72
764,35.36825007,"76,452.03",,56,2865,1238941,687,"14,291.76",,9,9854,11019,0.6,255,3,6289,156699,3949,148476,942,1431,354,45982,2,365.89
765,35.85384819,"74,407.76",,56,3749,2825249,334,"17,528.90",,5,1358,1360,0.2,57,9,336,,,154581,1612,1344,0,0,0,446.72
766,35.80770199,"121,727.45",,56,143350,374572,360,"178,727.66",,12,131324,174882,0.4,238,2,75357,1687,28,6617,8600,89839,13,1740,2,334.15
767,35.81226703,"56,270.27",,56,107,6499447,118,"1,074.56",,8,,,,,,,44225,590,1730606,37,4,0,0,0,169.97
768,36,"62,200.85",,56,861,2546161,7,"5,372.84",,10,9567,23961,0.5,105,4,11765,68149,711,282949,293,488,0,0,0,175.69
769,36.87503771,"131,200.50",,56,2477,2872449,412,"12,357.54",,8,7913,8597,0.4,84,3,3762,,,144161,1766,1501,123,10189,7,1595.09
770,35.57085573,"69,565.92",,56,4610,908021,234,"20,121.30",,4,9202,9825,0.5,21,2,5399,1554,185,103992,1916,2454,0,0,0,1461.28
771,36.41770983,"57,811.70",,56,1529,3469632,215,"9,536.79",,12,5130,5130,0,386,8,,1990,277,200361,661,886,232,33630,0,133.99
772,36.08660282,"62,982.13",,56,4158,2519263,61,"18,146.78",2335,8,1,1,1,1,1,1,82198,527,,,,,,,449.9
773,36.06220729,"57,966.07",,56,26567,2304840,57,"74,528.06",137,12,2208,3344,0.8,306,2,2510,7887,335,32285,2388,12123,6,573,14,227.21
774,35.93230809,"65,248.40",,56,,,,,,,,,,,,,,,,,,,,,332.07
775,36.5629947,"81,826.20",,56,1637,3540854,140,"10,208.40",,9,7513,14501,1,28,1,14501,,,328635,417,372,0,0,0,243.78
776,35.28139374,"116,977.75",,56,,11048773,,50,,9,509,509,0.5,811,7,238,140079,385,351264,43,329,2,7,0,158.34
777,36.73131422,"71,941.69",,56,,6584775,,50,,10,1427,1552,0.7,38,2,1049,241844,1532,1091293,22,22,0,0,0,847.76
778,37.22199559,"59,821.33",,56,581,13088368,125,"3,626.66",116000,6,1040,1788,0.5,572,2,833,138931,2534,,,,,,,97.75
779,36.6672338,"94,699.40",,56,1529,2186214,373,"9,536.79",,11,538,538,0,465,5,,82557,17017,240106,368,650,4,31,1,173.26
780,37.18378286,"128,302.38",,26,1831,3295723,184,"11,417.29",,6,2934,5214,0.4,200,4,2297,1782,96,155858,275,1328,3,206,6,935.35
781,37.14377389,"74,906.33",,56,818,3960322,553,"5,104.20",,6,659,659,0,17,17,1,35894,875,346946,126,336,1,1273,1,130.46
782,37.36774492,"125,496.98",,56,3102,2929032,126,"15,473.79",,8,3480,7537,0.6,46,2,4794,16005,191,143172,676,1517,25,1288,0,602.45
783,36.09724985,"80,592.98",,56,237,4496044,1,"2,364.05",,2,10173,10670,0.8,952,2,8041,138706,369,438552,1303,215,0,0,0,300.51
784,37.51961656,"142,663.05",,56,3188,3440658,230,"14,909.64",40,9,562,562,0,32,5,,38083,2320,126296,388,1836,2,65,2,256.81
785,37.21578032,"114,172.65",,56,1939,3495108,38,"12,088.89",,6,481,481,0,9,9,,75041,258,253979,78,591,0,0,0,191.29
786,38.07653076,"76,197.90",,56,,,,,,,,,,,,,,,,,,,,,334.54
787,37.89260753,"63,009.48",,56,4632,1152867,5,"20,215.32",1000,7,658,658,1,1,1,658,43679,749,86748,292,3181,0,0,0,184.06
788,38.55749664,"52,603.45",,56,4287,2980237,158,"18,710.93",,4,5264,5702,0.5,98,2,3094,171940,7392,157693,904,1304,0,0,0,53.83
789,37.8286533,"94,881.94",,56,64,8955966,310,644.74,,4,562,562,0,115,6,,72551,2730,770327,251,61,0,0,0,541.06
790,37.30735327,"86,884.80",,56,2844,1410983,209,"14,184.30",,1,1652,1652,0.5,340,3,794,148552,1296,155774,493,1329,0,0,0,653.86
791,33.93643855,"134,365.62",,56,818,3875281,207,"5,104.20",8040,7,,,,,,,573313,1345,,,,,,,204.9
792,37.23812276,"56,913.67",,56,17108,2428071,249,"53,325.48",,4,802,802,1,0,1,802,6964,319,39871,1873,9152,0,0,0,2538.79
793,31.36312089,"71,393.59",,56,754,1871521,8,"4,701.23",,2,1381,1976,0,118,9,,47516,528,206441,311,843,0,0,0,263.94
794,37.47337739,"105,167.79",,56,12755,982119,104,"43,734.95",,9,20885,26236,0.6,113,2,14684,146928,2822,60346,628,5265,0,0,0,244.21
795,38.8649384,"53,464.14",,56,19068,908264,29,"59,437.09",,8,985,1172,1,15,1,1171,66921,2261,52119,1806,6417,4,81,0,242.84
796,38.08655877,"103,615.62",,56,2111,3591589,34,"13,163.46",,2,,,,,,,80625,2146,241857,234,642,0,0,0,283.09
797,37.91009707,"118,817.57",,56,21697,2167643,33,"60,867.61",2741,10,6283,10051,0.8,781,2,8020,141215,980,41566,1425,8638,2,84,0,150.26
798,38.17149642,"117,905.72",,55,711,4974691,1,"4,432.59",,1,5647,11292,0,122,12,,125927,4090,360205,91,315,0,0,0,198.69
799,39,"111,456.88",,10,12755,755295,28,"43,734.95",25410,10,7481,10135,0.4,361,4,4183,109701,601,48242,488,7078,12,562,3,311.64
800,38.46529458,"63,186.36",,56,2908,2003427,370,"14,506.67",,9,566,572,1,1,1,571,105060,4315,173478,213,1118,10,464,0,184.11
801,38.49722334,"112,825.70",,56,1141,1672168,45,"7,119.01",,8,563,1125,0.4,248,2,422,156137,1940,251841,167,599,0,0,0,273.35
802,37.86137358,"135,303.10",,56,7002,2605663,316,"26,192.61",,4,,,,,,,331796,2791,131956,389,1716,0,0,0,493.64
803,#N/A,"59,437.17",,#N/A,,,,,,,,,,,,,,,,,,,,,#N/A
804,37.94923536,"146,738.94",,56,71104,536027,164,"155,140.88",99,14,19213,21179,0.1,188,4,2947,18057,38,14946,3536,33152,12,273,89,280.14
805,36.49448701,"138,097.21",,29,10837,504675,1228,"37,159.93",420,10,28098,45248,0.6,244,2,26641,42236,4343,62731,7901,4984,13,300,21,116.89
806,37.88512769,"53,748.23",,56,2262,3381402,220,"14,103.71",,9,284,284,0.5,16,4,142,69442,1496,250494,199,604,0,0,0,298.4
807,38.62967929,"122,122.68",,56,3275,3678701,204,"15,312.60",,10,417,467,0.3,258,4,156,86449,1009,188467,289,981,106,10074,0,291.93
808,38.95086544,"65,826.59",,56,32729,2193398,1228,"91,815.19",,10,,,,,,,,,,,,,,,318.57
809,38.60142137,"69,935.87",,56,3641,2678418,231,"17,025.20",,2,26,28,0,157,8,,444,15,172407,699,1129,0,0,0,711.31
810,38.60000112,"64,636.37",,56,818,4894020,198,"5,104.20",35,7,361,521,0.3,20,8,174,125352,831,358175,178,318,0,0,0,129.88
811,39.06325642,"54,966.87",,56,775,4377508,3,"4,835.55",,4,377,378,1,3,1,377,101072,4986,312735,100,407,0,0,0,327.96
812,38.4035917,"51,448.58",,56,172,3175867,42,"1,719.31",,11,298,893,0,119,6,,,,677542,176,85,0,0,0,385.36
813,39.62782146,"60,188.35",,56,57572,2154133,122,"125,617.10",89,4,34942,43400,0.7,152,3,29318,6197,191,16074,6414,30206,0,0,0,384.14
814,38.79059849,"136,498.45",,31,732,3463836,35,"4,566.91",,13,,,,,,,52078,602,,,,,,,183.07
815,38.82600956,"57,489.68",,56,1120,3191519,231,"6,984.69",,9,,,,,,,90808,542,,,,,,,202.66
816,39.05159162,"53,246.56",,56,2046,2865467,133,"12,760.50",2,10,564,564,0.2,31,4,94,37180,533,123820,257,1892,0,0,0,1112.7
817,38.84733983,"107,592.13",,56,,,,,,,,,,,,,,,,,,,,,123.36
818,38.91704936,"76,887.01",,56,,,,,,,,,,,,,,,,,,,,,428.86
819,39.931222,"99,649.24",,56,624,3854718,16,"3,895.31",,6,,,,,,,37803,619,556022,73,132,0,0,0,385.61
820,39,"133,590.57",,56,,,,,,,,,,,,,,,,,,,,,283.31
821,38.10583333,"123,553.16",,56,8640,998079,16,"32,317.65",,8,941,1128,0.6,47,2,627,50045,708,73382,312,4036,8,173,0,1532.2
822,38.72093937,"100,768.84",,56,2003,3082856,331,"12,491.86",229,6,580,581,0.5,29,4,289,49049,4597,185160,208,1010,62,4600,0,160.98
823,39.51858572,"77,116.15",,56,387,4781123,,"3,868.44",,2,12526,24900,0.8,1,1,18675,,,396197,88,262,0,0,0,106.65
824,38.71530055,"68,483.80",,56,732,1985486,284,"4,566.91",,9,594,594,1,19,1,593,15476,2975,286492,527,477,0,0,0,665.74
825,39.31002016,"66,030.86",,56,1055,2141526,45,"6,581.73",,8,,,,,,,65342,1135,288080,147,473,0,0,0,103.28
826,39.85685857,"85,332.23",,56,1594,3748802,119,"9,939.76",,8,,,,,,,152272,1880,,,,,,,379.16
827,39.53558804,"68,897.31",,56,8532,2607259,245,"31,914.69",3320,6,14671,20758,0.4,351,12,9144,7941,262,78573,1617,3665,0,0,0,245.71
828,39.63643332,"75,197.46",,56,1508,3314173,254,"9,402.47",,3,13,51,0.1,1513,35,6,43764,1416,249187,256,609,0,0,0,307.15
829,39.53491151,"57,576.64",,56,732,2460129,203,"4,566.91",2103,4,3940,3969,1,0,1,3969,106843,2275,241262,72,645,0,0,0,350.71
830,40.65222708,"108,533.36",,56,948,2184460,148,"5,910.12",157,9,7317,7646,0,84,6,,63544,3395,254421,245,589,0,0,0,232.66
831,39.92668048,"68,615.36",,56,3899,2792261,47,"18,234.09",,11,5665,10523,0.7,26,1,7165,11749,153,161271,1771,1258,0,0,0,849.83
832,39.2916648,"126,317.63",,56,3425,3190808,252,"16,017.79",,9,728,1175,0.2,425,5,196,172343,1443,124342,261,1880,0,0,0,325.3
833,39.68924096,"108,699.16",,56,560,2184497,116,"3,492.34",,8,13977,216417,0.6,4,4,135434,161983,1231,467014,234,189,0,0,0,227.1
834,40.14140681,"79,062.41",,56,,,,,,,,,,,,,,,,,,,,,145.74
835,40.77424507,"105,649.05",,56,5278,2530409,14,"21,390.63",214,8,96,288,0.3,98,7,96,32062,83,100109,241,2594,0,0,0,366
836,40.617982,"55,531.03",,56,7239,966055,5,"27,079.13",23900,11,,,,,,,,,,,,,,,187.57
837,39.95774194,"60,410.30",,56,70091,342575,357,"152,931.30",101900,9,1736,1760,0.3,29,2,596,196106,2120,14753,3541,33682,0,0,0,202.04
838,40.15122536,"149,027.09",,56,2973,2736639,118,"14,829.05",,6,,,,,,,65235,1098,,,,,,,632.97
839,40.13282743,"55,576.45",,56,861,3267612,162,"5,372.84",,9,1,2,0,169,10,,55957,1517,306704,89,422,0,0,0,315.58
840,40.34554697,"140,217.47",,56,7239,2726307,28,"27,079.13",,9,1205,1205,0.5,34,2,603,23417,758,80213,362,3561,33,4800,0,1769.48
841,40.20765793,"58,697.15",,56,904,4787695,14,"5,641.48",,4,431,1442,0.5,719,2,661,136421,325,374190,147,292,0,0,0,411.89
842,39.52327621,"54,953.72",,56,3081,3339768,452,"15,366.33",,9,1096,1126,0.4,20,8,423,151767,726,161138,503,1260,1,2,0,359.35
843,40,"71,402.71",,56,1659,1487716,282,"10,342.72",,4,670,670,0.3,207,8,178,,,264633,230,549,0,0,0,329.01
844,40.41011649,"127,656.88",,56,4718,2968796,114,"20,591.42",,8,1607,2801,0.1,465,5,287,75181,874,168229,336,1175,0,0,0,218.9
845,31.24877277,"56,098.87",,56,10256,554121,175,"35,165.26",,8,1034,1153,0.9,18,1,1028,218613,721,61019,1562,5184,0,0,0,281.09
846,39.2774944,"84,382.14",,56,1206,3766233,266,"7,521.98",,12,7790,14778,0.3,31,7,3819,138282,7584,249412,433,608,130,6350,2,185.4
847,40.65998208,"92,415.79",,56,991,4206580,205,"6,178.77",,9,,,,,,,48921,4121,292798,120,460,2,97,0,177.49
848,41.58121304,"64,342.26",,56,,,,,,,,,,,,,,,,,,,,,1427.48
849,40.61876605,"63,838.09",,56,2025,3462753,217,"12,626.18",23800,2,282,282,0.8,70,1,212,128185,5087,127915,313,1800,0,0,0,155.52
850,36.53707736,"143,894.61",,56,8403,2507674,1069,"31,431.13",,10,4369,5481,0.4,244,6,2070,122837,5036,92503,3472,2903,0,0,0,372.42
851,40.34637731,"53,884.48",,56,991,12246127,,"6,178.77",,8,9423,9487,0.3,703,1,3180,,,,,,,,,2362.39
852,41.93333856,"62,767.96",,56,1982,3749647,27,"12,357.54",,2,830,1146,0.3,48,3,396,69872,939,233947,104,681,0,0,0,222.34
853,41.14526247,"54,993.97",,56,14306,606967,471,"44,594.60",29500,8,2741,5631,0.5,464,5,2958,528551,2420,63225,1836,4933,0,0,0,76.3
854,38.13477673,"90,819.13",,56,1616,1488751,249,"10,074.08",,5,1457,1805,0.6,78,4,1110,25023,153,188212,609,983,3,64,1,775.83
855,39.66680854,"68,757.48",,56,1012,4556645,143,"6,313.09",,6,627,956,0,26,3,,112235,695,303942,174,429,0,0,0,166.03
856,41.53783303,"60,570.86",,56,7175,959795,438,"26,837.35",,9,,,,,,,1715,560,,,,,,,647.13
857,41.34122312,"84,638.31",,56,2865,1092611,121,"14,291.76",975,3,685,1040,0,341,11,,324211,507,143058,184,1519,0,0,0,191.08
858,41.5467391,"94,731.69",,56,,,,,,,,,,,,,,,,,,,,,292.89
859,28.04514972,"85,376.70",,56,17905,503344,213,"55,810.42",6407,9,11439,14724,0.3,71,3,5134,18612,567,46004,1123,7525,0,0,0,498.19
860,41.5385973,"57,727.58",,56,818,3707822,245,"5,104.20",,5,122,132,0,7,7,,64158,1119,398263,295,259,0,0,0,410.63
861,40.86028039,"139,000.98",,56,2413,2834798,196,"15,043.96",,9,1105,1105,0.6,77,3,644,126326,4603,167618,151,1182,1,47,0,254.31
862,41.08571125,"60,276.19",,56,452,4741591,297,"4,513.18",,9,1176,1491,0.3,49,2,476,32747,699,453581,174,201,17,958,0,212.4
863,41.68916181,"129,851.36",,56,10773,2577043,126,"36,938.30",,6,,,,,,,70080,2331,,,,,,,554.89
864,41.24886985,"91,904.12",,55,16677,2375812,1366,"51,982.26",64,7,20189,28599,0.6,83,2,17566,167770,1169,48635,7097,7005,0,0,14,631.62
865,41.81244138,"65,392.65",,56,818,3791902,162,"5,104.20",,8,,,,,,,36044,10335,348760,111,333,0,0,0,229.95
866,41.88535394,"96,044.58",,56,18206,2260059,19,"56,750.66",,11,5778,13668,0.8,207,2,10727,32266,403,55434,2095,5894,3,403,1,430.87
867,34.85502016,"63,566.73",,56,3964,2897530,296,"17,300.55",,5,14004,28140,0.9,0,1,25795,43334,908,125444,508,1855,0,0,0,195.25
868,42.78082139,"50,132.51",,56,,,,,,,,,,,,,,,,,,,,,326.25
869,41.52979951,"68,043.21",,56,86,8580914,,859.65,,6,1,2,1,0,1,2,34509,1929,779757,50,59,0,0,0,583.35
870,41.90401919,"83,219.86",,56,2779,3093631,112,"13,861.93",68500,9,812,1295,0.6,31,5,771,122669,1904,175629,401,1097,0,0,0,339.09
871,42.84096998,"111,975.02",,56,5968,1972955,380,"24,184.51",,3,1124,1686,0.7,4,1,1124,109044,15539,94184,261,2834,0,0,0,173.09
872,41.81225321,"123,753.96",,29,861,4197992,278,"5,372.84",342,10,899,899,0.6,7,1,525,110662,5476,238645,663,657,2,17,0,295.84
873,41.61470579,"80,414.53",,56,,,,,,,,,,,,,,,,,,,,,919.95
874,34.466393,"101,830.70",,56,32470,504389,1625,"91,089.86",49,10,6986,14133,0.7,406,3,9491,107437,2283,24901,4410,17139,2,27,0,78.96
875,42.94518407,"117,521.43",,56,26696,2387928,39,"74,890.73",,8,5194,5354,0.5,383,4,2678,48040,717,32701,865,11909,0,0,0,167.5
876,42.12488501,"142,443.56",,56,148219,1962083,389,"184,798.98",27,9,25637,26725,0.7,392,2,19763,92742,493,8719,10982,64873,0,0,1,411.05
877,42.44089158,"61,543.88",,55,,,,,,,,,,,,,,,,,,,,,338.11
878,42.68722894,"102,605.27",,56,3555,2719544,162,"16,622.23",51,10,694,1838,0.6,118,3,1021,80410,2932,150356,432,1403,0,0,0,168.01
879,42.74343713,"143,697.71",,56,1637,1303095,250,"10,208.40",336,9,773,773,0.5,36,2,386,82056,1469,204064,250,860,1,18,0,4306.15
880,42.26662597,"135,167.04",,29,883,3172791,240,"5,507.16",,7,480,1440,0,6,6,,130433,601,345897,112,338,18,151,0,426.88
881,42.32867458,"57,977.99",,56,,,,,,,,,,,,,,,,,,,,,173.04
882,42.51476441,"126,110.85",,56,3576,1322719,29,"16,722.97",,10,2014,8332,0.5,915,4,4445,36863,586,179981,527,1057,5,40,0,2946.03
883,42.51439628,"75,170.09",,56,,,,,,,,,,,,,,,,,,,,,482.13
884,43.21515345,"85,300.10",,56,517,1702352,131,"5,157.93",,8,707,2005,0.7,180,3,1432,7499,1043,367921,77,302,48,1969,0,3038.82
885,42.69945938,"60,490.72",,56,19284,669949,49,"60,108.69",,9,11706,11925,0.3,105,4,3994,37318,1526,32407,453,12062,0,0,0,213.66
886,42.48614023,"86,106.98",,56,2025,2834841,726,"12,626.18",,9,1287,1287,0.2,179,5,203,260827,2497,205231,78,852,0,0,0,335.43
887,43.24461283,"109,445.45",,56,13552,2546868,137,"42,243.98",188,9,517,541,0.3,266,6,172,116819,7958,227477,126,716,0,0,0,116.33
888,43.15241151,"107,831.80",,29,1831,3082952,2,"11,417.29",,5,610,610,0.5,1,2,305,,,207199,466,838,0,0,0,204.31
889,42.08032967,"73,444.13",,56,1335,3371777,41,"8,327.90",,8,823,823,0.1,341,16,92,30143,1158,215830,149,783,5,20,0,809.36
890,43.2452509,"55,408.03",,56,409,4255409,228,"4,083.36",,4,330,330,0,73,4,,92570,1414,563795,57,128,0,0,0,230.21
891,43.4307217,"57,684.55",,56,7541,2871155,51,"28,207.43",,8,,,,,,,50200,1324,183027,132,1030,0,0,0,199.18
892,43.18454301,"93,853.72",,56,2779,1055473,266,"13,861.93",,8,4093,11659,0.6,95,2,6424,149044,2195,158931,432,1288,0,0,0,378.74
893,43.66835984,"68,280.50",,56,172,2589394,2,"1,719.31",,1,13496,13496,1,1,1,13496,,,714903,14,75,0,0,0,509.12
894,41.12652143,"74,405.68",,56,1012,3143162,49,"6,313.09",,4,330,659,0.5,3,4,329,44813,1032,319315,140,393,0,0,0,339.7
895,43.8518231,"64,461.69",,56,7433,3231867,246,"27,804.46",,9,,,,,,,62444,841,123503,441,1900,15,461,0,268.63
896,42.52324597,"53,619.95",,56,775,4020977,55,"4,835.55",,6,595,2380,0,403,8,,18444,1714,384394,115,277,0,0,0,659.99
897,43.81198663,"75,851.94",,56,,,,,,,,,,,,,,,,,,,,,259.64
898,43,"55,344.86",,56,2499,1422355,145,"12,464.99",,9,658,658,1,1,1,658,167505,1167,241413,209,644,18,221,0,527
899,44.79398895,"55,882.64",,56,,,,,,,,,,,,,,,,,,,,,412.78
900,44.0144142,"86,222.04",,56,904,3967958,107,"5,641.48",,10,889,909,0.2,605,18,201,32318,499,261591,97,561,34,7103,0,234.13
901,43.92347633,"67,005.60",,56,1034,2335833,41,"6,447.41",,2,,,,,,,20200,904,223255,85,738,0,0,0,250.77
902,44.07837478,"147,954.84",,56,7627,745061,347,"28,529.80",2964,12,5264,9922,0.3,178,12,3307,55374,8436,114043,1054,2134,0,0,0,180.97
903,43.13350732,"54,759.60",,56,9739,884962,481,"33,392.22",,9,16052,17670,0.8,225,2,13685,21885,332,72996,1748,4065,3,9,1,1088.31
904,44.11811791,"60,743.83",,56,2240,2876803,165,"13,969.39",,9,599,599,0.6,150,11,361,74227,90,308529,339,417,0,0,0,198.35
905,44.08102524,"99,236.13",,55,10708,911108,47,"36,716.67",2437,9,25849,39807,0.7,261,3,26918,28534,9,85748,5512,3234,0,0,0,274.9
906,43.69856556,"83,411.81",1,56,22494,541463,17,"63,104.05",,11,9596,10448,0.7,691,3,6807,37702,530,27843,2712,14813,8,100,17,259.6
907,44.58855473,"139,050.64",,56,43050,424017,354,"93,930.75",,9,12687,14765,0.7,345,3,10024,78125,2901,20772,4973,21766,3,44,0,92.71
908,43.92470691,"56,255.10",,56,3792,3111503,18,"17,730.38",,9,383,447,0.5,94,4,232,126712,1333,118534,325,2018,0,0,0,154.94
909,43.89407743,"73,690.44",,56,495,4378920,120,"4,943.01",8300,10,566,865,0.2,1069,9,184,50226,304,514844,226,155,0,0,0,145.78
910,42.10470579,"61,821.36",,56,3339,3104781,257,"15,614.82",,9,992,2793,0,575,19,133,167075,8875,102869,332,2492,0,0,0,477.04
911,43.24321087,"81,757.43",,56,11268,892474,120,"38,637.46",28809,10,647,647,1,0,1,647,104565,2948,4270819,3,0,0,0,0,249.33
912,15.87898447,"79,095.49",,56,2176,2217401,163,"13,566.43",,6,4117,8066,0.3,19,2,2689,101410,1785,132320,684,1708,0,0,0,256.17
913,44.65031101,"97,134.76",,56,2370,3232120,373,"14,775.32",2390,8,1117,1117,0.6,46,6,621,47936,1520,204920,366,854,0,0,0,172.36
914,45.66510379,"77,438.71",,56,1357,3569156,28,"8,462.22",,8,5664,5738,0.3,50,2,1913,72517,1965,236003,162,670,0,0,0,213.77
915,44.88042675,"68,500.72",,56,667,5021268,3,"4,163.95",,2,431,431,0.5,204,8,215,273877,3121,402013,173,255,0,0,0,850.85
916,43.92141838,"57,589.43",,56,3921,2956790,214,"17,112.50",21800,10,476,476,0.5,632,4,237,66513,70,152842,533,1367,0,0,0,239.62
917,41.58790435,"71,749.73",,56,6183,2971639,47,"25,057.60",,7,1209,1804,0.1,359,6,94,98959,556,116795,621,2061,0,0,0,228.65
918,44.94732004,"52,390.62",,56,4783,2529577,337,"20,873.50",178,9,,,,,,,37446,241,,,,,,,1039.67
919,44.42547491,"72,053.01",,56,624,3749890,26,"3,895.31",,4,,,,,,,359501,6241,383097,84,279,0,0,0,155.46
920,44.85767398,"70,483.92",,56,2736,3159879,58,"13,647.02",1,4,562,562,1,0,1,562,74460,1257,214528,586,791,0,0,0,227.8
921,45.20203517,"122,151.97",,56,4438,2956076,318,"19,369.10",,2,17458,55174,0.5,46,3,26835,2786,238,127108,466,1818,0,0,0,468.2
